table_name,dataset,method,seed,selected_alpha,alpha1_iid_acc_pct,alpha1_bilinear_acc_pct,alpha1_nearest_acc_pct,selected_iid_acc_pct,selected_bilinear_acc_pct,selected_nearest_acc_pct,iid_gain_pp,bilinear_gain_pp,nearest_gain_pp,alpha1_nearest_drop_pp,selected_nearest_drop_pp,drop_reduction_pp,alpha1_nearest_rrr_pct,selected_nearest_rrr_pct,nearest_used_for_alpha_selection,corruption_used_for_alpha_selection,checkpoint_selection_rule,nearest_used_for_checkpoint_selection,nan_flag,divergence_flag,same_checkpoint_eval,final_checkpoint_only,placement,evidence_level,source_file,evidence_group,corruption,severity,alpha1_acc_pct,selected_acc_pct,acc_gain_pp,alpha1_loss_ce,selected_loss_ce,loss_reduction,n,analysis_group,mean_alpha1_iid_pct,mean_selected_iid_pct,mean_alpha1_bilinear_pct,mean_selected_bilinear_pct,mean_alpha1_nearest_pct,mean_selected_nearest_pct,mean_nearest_gain_pp,std_nearest_gain_pp,mean_drop_reduction_pp,positive_seeds,total_seeds,selected_alpha_distribution,mean_alpha1_acc_pct,mean_selected_acc_pct,mean_acc_gain_pp,std_acc_gain_pp,positive_corruption_cases,total_corruption_cases,mean_loss_reduction,loss_positive_cases
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,42,0.8,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,zoom_blur,3,84.92,85.63,0.71,1.244417,1.149497,0.09492,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,42,0.8,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,zoom_blur,5,77.51,78.89,1.38,1.972646,1.810715,0.161931,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,42,0.8,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,glass_blur,1,55.24,60.68,5.44,4.524556,3.770033,0.754523,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,42,0.8,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,glass_blur,3,54.12,58.61,4.49,4.853334,4.154706,0.698628,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,42,0.8,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,glass_blur,5,36.72,41.26,4.54,7.664477,6.645433,1.019044,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,43,0.8,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,gaussian_noise,1,78.47,80.03,1.56,1.770631,1.590217,0.180414,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,43,0.8,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,gaussian_noise,3,49.36,52.74,3.38,5.011258,4.434636,0.576623,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,43,0.8,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,gaussian_noise,5,35.77,39.48,3.71,7.097416,6.178278,0.919138,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,43,0.8,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,jpeg_compression,1,83.24,84.54,1.3,1.336264,1.211287,0.124977,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,43,0.8,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,jpeg_compression,3,72.37,74.57,2.2,2.377169,2.111521,0.265648,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,43,0.8,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,jpeg_compression,5,63.47,66.03,2.56,3.333064,2.944266,0.388797,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,43,0.8,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,zoom_blur,1,87.68,88.07,0.39,0.95935,0.941524,0.017826,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,43,0.8,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,zoom_blur,3,85.29,85.8,0.51,1.169766,1.107573,0.062194,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,43,0.8,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,zoom_blur,5,77.07,78.72,1.65,1.95683,1.791934,0.164896,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,43,0.8,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,glass_blur,1,55.74,60.38,4.64,4.537276,3.850287,0.686989,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,43,0.8,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,glass_blur,3,54.01,57.93,3.92,4.924555,4.27968,0.644876,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,43,0.8,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,glass_blur,5,36.48,40.13,3.65,7.676312,6.753659,0.922653,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,44,0.6,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,gaussian_noise,1,78.53,80.06,1.53,1.700966,1.553642,0.147324,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,44,0.6,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,gaussian_noise,3,48.42,53.38,4.96,4.989393,4.092226,0.897167,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,44,0.6,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,gaussian_noise,5,34.84,40.78,5.94,6.933033,5.608827,1.324206,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,44,0.6,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,jpeg_compression,1,83.08,83.51,0.43,1.354412,1.269734,0.084679,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,44,0.6,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,jpeg_compression,3,72.89,73.96,1.07,2.38084,2.135199,0.24564,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,44,0.6,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,jpeg_compression,5,64.51,65.94,1.43,3.207265,2.846854,0.360411,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,44,0.6,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,zoom_blur,1,87.51,86.95,-0.56,0.9904,1.019133,-0.028733,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,44,0.6,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,zoom_blur,3,84.96,84.92,-0.04,1.185295,1.183657,0.001638,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,44,0.6,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,zoom_blur,5,77.96,78.01,0.05,1.906914,1.813149,0.093766,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,44,0.6,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,glass_blur,1,56.1,61.79,5.69,4.399525,3.509515,0.89001,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,44,0.6,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,glass_blur,3,53.4,59.04,5.64,4.860523,3.933038,0.927484,10000,,,,,,,,,,,,,,,,,,,,,
Main_CIFAR100C,CIFAR-100-C,ADI-DoRA,44,0.6,,,,,,,,,,,,,,,0,0,final_checkpoint_only,0,,,,,Main paper,,fc75a00e4580_dora_cifar100c_subset_s1_s3_s5_3seed_no_ckpt_20260627_191452./outputs/dora_cifar100c_subset_s1_s3_s5/dora_cifar100c_comparison.csv,subset_3seed_4corruptions_s1s3s5,glass_blur,5,35.39,41.34,5.95,7.764718,6.261806,1.502912,10000,,,,,,,,,,,,,,,,,,,,,
Main_TinyImageNet_LoRA,Tiny-ImageNet,ADI-LoRA,42,0.8,88.7,88.87,81.99,89.17,89.35,82.9,0.47,0.48,0.91,6.71,6.27,0.44,92.4352,92.9685,0,0,final_checkpoint_only,0,0,0,1,1,Main paper,formal_three_seed,ee797c48bd4e_tiny_lora_seed42_selected_vs_alpha1_fixedlabel_20260627_235526/tiny_lora_seed42_selected_vs_alpha1_fixedlabel_20260627_235526/fixedlabel_same_checkpoint_comparison.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main_TinyImageNet_LoRA,Tiny-ImageNet,ADI-LoRA,43,0.8,88.38,88.55,82.23,89.11,89.47,82.97,0.73,0.92,0.74,6.15,6.14,0.01,93.0414,93.1096,0,0,final_checkpoint_only,0,0,0,1,1,Main paper,formal_three_seed,0a427199b394_tiny_imagenet_lora_seed43_failed_recover_no_ckpt_20260628_154419./outputs/stage4_failed_lora_recover_20260628_153445/tiny_imagenet_lora_seed43_same_checkpoint_recover_20260628_153445/same_checkpoint_comparison.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main_TinyImageNet_LoRA,Tiny-ImageNet,ADI-LoRA,44,0.8,88.46,88.76,82.64,89.09,89.37,83.31,0.63,0.61,0.67,5.82,5.78,0.04,93.4208,93.5122,0,0,final_checkpoint_only,0,0,0,1,1,Main paper,formal_three_seed,1edf2d2f9ac5_tiny_imagenet_lora_seed44_failed_recover_no_ckpt_20260628_155354./outputs/stage4_failed_lora_recover_20260628_153445/tiny_imagenet_lora_seed44_same_checkpoint_recover_20260628_154419/same_checkpoint_comparison.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aggregate_Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,CIFAR-100 ADI-LoRA clean three-seed,92.6133,92.9,91.9633,92.3367,58.08,62.1533,4.0733,0.3873,3.7867,3,3,0.8: 3,,,,,,,,
Aggregate_Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,CIFAR-100 ADI-DoRA clean three-seed,92.5167,92.71,91.8033,92.08,45.9167,54.6133,8.6967,2.6426,8.5033,3,3,0.6: 1; 0.8: 2,,,,,,,,
Aggregate_Summary,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,36,CIFAR-100-C ADI-DoRA subset_3seed_4corruptions_s1s3s5,,,,,,,,,,,,0.6: 12; 0.8: 24,64.7,67.4322,2.7322,2.0771,34,36,0.484289,35
Aggregate_Summary,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,19,CIFAR-100-C ADI-DoRA full19_severity3_seed42,,,,,,,,,,,,0.8: 19,77.1905,79.4058,2.2153,2.3324,19,19,0.279807,19
Aggregate_Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Tiny-ImageNet ADI-LoRA clean three-seed,88.5133,89.1233,88.7267,89.3967,82.2867,83.06,0.7733,0.1234,0.1633,3,3,0.8: 3,,,,,,,,
Aggregate_Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Tiny-ImageNet ADI-DoRA single_seed_supplement,88.46,89.24,88.45,89.23,79.49,81.01,1.52,0.0,0.74,1,1,0.8: 1,,,,,,,,
Aggregate_Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,ImageNet-100 ADI-LoRA pilot_single_seed,96.2823,96.6454,96.2112,96.6769,95.3666,96.006,0.6394,0.0,0.2763,1,1,0.6: 1,,,,,,,,
Aggregate_Summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,ImageNet-100 ADI-DoRA pilot_single_seed,96.1165,96.6927,96.0534,96.5585,95.343,96.0613,0.7183,0.0,0.1421,1,1,0.6: 1,,,,,,,,
